Year,Province,Beans,Cabbages,Carrots,Eggs,Beef Chops,Chicken Whole,Pork,Onions,Potatoes,Rice,Tomatoes,Annual Per Capita Poverty Threshold,Poverty Incidence Among Families (%),Magnitude of Poor Families (1000),Exchange Rate
2015,Abra,88.86666666666667,31.564999999999998,41.513333333333335,5.190833333333333,204.1775,132.18666666666667,195.0716666666667,66.42083333333333,45.08583333333333,35.178333333333335,32.85,23596,15,8.19,45.501666666666665
2015,Agusan del Norte,80.32458333333334,54.56666666666666,71.75750000000001,5.2075000000000005,172.39791666666667,140.06708333333333,183.83249999999998,82.32791666666667,71.90583333333333,36.86875,44.30416666666667,23775,18.9,31.62,45.501666666666665
2015,Agusan del Sur,79.93583333333333,54.13916666666666,70.81916666666667,5.180833333333333,167.375,140.38083333333333,180.54833333333332,82.89666666666666,73.245,37.376666666666665,41.77916666666667,24655,30.6,50.49,45.501666666666665
2015,Aklan,79.17916666666666,41.45666666666667,52.88666666666666,5.5575,198.6575,136.88583333333335,192.67499999999998,68.15166666666666,62.06916666666667,38.178333333333335,50.399166666666666,23745,9,12.59,45.501666666666665
2015,Albay,94.21,46.13916666666666,48.830000000000005,5.300416666666666,211.75875,132.5875,197.86458333333334,68.91666666666667,54.873333333333335,35.78208333333333,29.440416666666668,24902,15,43.42,45.501666666666665
2015,Antique,77.82333333333334,41.4275,55.39166666666667,5.585,194.08,136.19583333333333,190.98,68.57000000000001,65.085,38.94583333333333,54.99583333333334,24023,13,17.77,45.501666666666665
2015,Apayao,88.71166666666666,37.01583333333333,43.090833333333336,5.218333333333334,184.08083333333332,134.57,196.41166666666666,59.166666666666664,38.68833333333333,35.041666666666664,26.061666666666667,23135,16,4.27,45.501666666666665
2015,Aurora,86.17750000000001,37.766666666666666,47.56166666666667,5.16,229.59833333333333,125.59499999999998,193.03416666666666,62.7525,48.365833333333335,35.6725,45.2725,25219,12,6.1,45.501666666666665
2015,Basilan,79.75583333333334,43.4675,66.49666666666667,5.444166666666667,161.47666666666666,132.2275,180.99416666666664,73.47166666666666,59.66583333333333,38.681666666666665,38.525,26410.5,54.15,26.11,45.501666666666665
2015,Bataan,86.54916666666666,60.81166666666667,55.68833333333333,5.155833333333333,206.60333333333335,129.5533333333333,194.99916666666664,61.08583333333333,49.43083333333333,35.1825,35.57416666666666,29496,6,10.93,45.501666666666665
2015,Batangas,85.80291666666666,55.117916666666666,54.21958333333333,5.158333333333333,207.92875,129.27458333333334,194.57083333333333,61.84458333333333,50.10541666666666,35.185,38.056666666666665,33068,9,58.42,45.501666666666665
2015,Benguet,90.52833333333334,29.90138888888889,39.25111111111111,5.5969444444444445,220.9663888888889,132.66666666666666,195.5125,79.46805555555555,49.8125,35.56305555555556,34.56916666666667,24158,4,9.09,45.501666666666665
2015,Biliran,82.58749999999999,43.76166666666666,60.75333333333333,5.473333333333334,190.02083333333334,136.81333333333333,198.23333333333335,74.62583333333333,64.17833333333333,35.641666666666666,42.7425,24216,14,5.63,45.501666666666665
2015,Bohol,79.65583333333333,38.11083333333333,60.56916666666667,5.260833333333333,178.01250000000002,136.39583333333334,196.09833333333333,71.5125,62.5325,35.95916666666667,42.009166666666665,26108,16,47.36,45.501666666666665
2015,Bukidnon,82.15166666666666,39.15833333333333,49.34916666666667,5.035,174.17416666666668,135.16416666666666,185.10583333333332,72.2375,62.65083333333333,37.8375,36.759166666666665,25624,22,73.42,45.501666666666665
2015,Bulacan,86.64458333333333,51.63458333333333,52.49458333333333,5.160416666666666,208.43291666666667,128.38875,194.54833333333332,60.67875,48.69416666666667,35.20875,33.80458333333333,27244,4,28.74,45.501666666666665
2015,Cagayan,89.07375,37.9925,43.649166666666666,5.2175,183.29958333333332,134.15125,196.33624999999998,57.85458333333333,38.70875,35.034166666666664,26.31625,24759,13,35.84,45.501666666666665
2015,Camarines Norte,93.62416666666667,47.54083333333333,48.461666666666666,5.266666666666667,211.95833333333334,131.43583333333333,197.60916666666665,65.73916666666666,51.2525,35.538333333333334,30.650000000000002,25051,22,30.88,45.501666666666665
2015,Camarines Sur,93.22916666666667,47.333333333333336,49.074999999999996,5.2825,211.95000000000002,131.88583333333335,197.46416666666667,66.94083333333333,52.61083333333334,35.625,31.391666666666666,24271,21,88.34,45.501666666666665
2015,Camiguin,79.41,48.22083333333333,66.905,5.314166666666667,177.07333333333335,138.25583333333333,191.70583333333335,78.24666666666667,68.05166666666666,36.12833333333334,43.85666666666666,26042,18,3.81,45.501666666666665
2015,Capiz,78.64666666666666,40.77,52.7725,5.569166666666667,196.83,137.52083333333334,192.72833333333335,69.16416666666667,63.05916666666667,38.42166666666667,50.86666666666667,22669,4,7.9,45.501666666666665
2015,Catanduanes,94.49333333333334,45.695,47.80416666666667,5.323333333333333,212.28166666666667,133.09666666666666,198.5675,69.59333333333333,54.21083333333333,35.69916666666666,29.631666666666664,24380,14,8.2,45.501666666666665
2015,Cavite,86.57249999999999,59.71333333333333,55.666666666666664,5.180833333333333,206.85833333333335,128.7725,194.81416666666667,60.81,49.890833333333326,35.321666666666665,36.27583333333333,29157,4,36.77,45.501666666666665
2015,Cebu,78.91958333333334,33.522083333333335,58.05708333333333,5.263333333333334,178.24833333333333,135.63291666666666,200.59333333333333,70.19541666666667,58.971666666666664,35.27,31.943749999999998,25914,11,133.95,45.501666666666665
2015,Davao de Oro,77.59916666666668,35.30416666666667,42.805,5.140833333333333,171.93499999999997,133.795,180.21916666666667,75.21833333333333,60.05166666666667,38.36166666666667,33.513333333333335,25867,18.6,33.23,45.501666666666665
2015,Davao del Norte,77.28416666666666,35.11416666666667,43.11666666666667,5.135,171.23666666666668,133.44,178.97916666666666,74.615,59.8125,38.26333333333333,31.9675,27034,10,24.98,45.501666666666665
2015,Davao del Sur,76.82333333333332,34.30777777777777,43.78333333333333,5.1,168.4988888888889,132.8361111111111,173.9475,73.70472222222222,58.945,37.8775,29.445277777777775,25807,8,51.71,45.501666666666665
2015,Davao Oriental,76.63000000000001,34.6275,42.762499999999996,5.115,168.82916666666668,133.34083333333334,175.58333333333334,74.5825,59.61916666666667,38.36083333333333,29.858333333333334,26347,28,21.55,45.501666666666665
2015,Dinagat Islands,80.72333333333333,61.4175,78.93916666666667,5.5566666666666675,193.86,140.42166666666665,198.0175,82.64833333333333,78.03666666666666,34.29833333333333,60.30666666666667,26409,26.5,7.84,45.501666666666665
2015,Eastern Samar,82.45166666666667,48.06333333333333,67.1275,5.538333333333333,190.18916666666667,138.28083333333333,199.23333333333335,78.3725,67.15666666666667,35.36083333333333,46.59916666666667,29070,41,47.96,45.501666666666665
2015,Guimaras,77.2725,40.24,54.60666666666666,5.515833333333333,191.82083333333333,138.16583333333332,191.40583333333333,69.72833333333334,66.38916666666667,39.094166666666666,56.605,25899,7,2.96,45.501666666666665
2015,Ifugao,89.8875,31.846666666666664,42.115833333333335,5.2124999999999995,208.97666666666666,131.79749999999999,195.06916666666666,68.64666666666666,46.43666666666667,35.399166666666666,33.59166666666666,26429,10,4.46,45.501666666666665
2015,Ilocos Norte,87.73916666666666,30.9725,41.35333333333333,5.1674999999999995,193.83083333333335,132.11916666666667,194.70333333333335,62.050000000000004,42.96333333333333,35.02833333333333,28.14833333333333,26711,3,4.49,45.501666666666665
2015,Ilocos Sur,89.05333333333334,31.565833333333334,41.42416666666667,5.195833333333334,205.3741666666667,132.55333333333334,195.27583333333334,68.465,45.37166666666667,35.16833333333333,33.74333333333333,24603,6,8.96,45.501666666666665
2015,Iloilo,77.29916666666666,40.40875,54.439166666666665,5.512083333333333,192.88916666666668,138.17541666666668,191.37249999999997,69.71583333333334,66.27625,39.20291666666667,56.70166666666666,26113,12,68.98,45.501666666666665
2015,Isabela,90.14666666666666,37.91916666666666,43.884166666666665,5.255833333333333,192.165,134.09,196.58916666666667,60.66083333333333,40.37083333333333,35.262499999999996,26.852500000000003,25460,13,51.92,45.501666666666665
2015,Kalinga,89.685,37.58833333333333,43.5325,5.243333333333333,190.19000000000003,134.44333333333333,196.63916666666668,60.99416666666667,39.92166666666667,35.18083333333333,26.7475,24219,9,4.03,45.501666666666665
2015,La Union,89.95125,29.822083333333335,39.0475,5.306666666666667,212.80416666666667,132.63083333333333,195.58416666666668,78.71208333333333,49.300000000000004,35.452083333333334,35.067083333333336,22456,3,5.5,45.501666666666665
2015,Laguna,86.69416666666666,59.15166666666667,55.17333333333334,5.1883333333333335,207.28416666666666,128.1341666666667,195.13666666666666,60.77583333333333,50.071666666666665,35.32,35.605,23688,3,23.23,45.501666666666665
2015,Lanao del Norte,83.96958333333333,38.71125,51.9475,5.059583333333333,172.6470833333333,134.38125,186.17375,69.62958333333334,62.145833333333336,38.14208333333333,38.55083333333334,24450,19,44.26,45.501666666666665
2015,Lanao del Sur,83.42083333333333,38.736666666666665,51.7225,5.049166666666667,171.53083333333333,134.69833333333335,184.4825,70.45666666666666,62.288333333333334,38.108333333333334,37.766666666666666,29224,64.2,109.12,45.501666666666665
2015,Leyte,81.67166666666667,47.23083333333333,67.11,5.527083333333334,189.16333333333333,137.91291666666666,198.44500000000002,77.62458333333333,67.24875,35.4675,46.95166666666666,23574,22,107.04,45.501666666666665
2015,Maguindanao,79.32666666666667,34.21083333333333,48.419999999999995,5.479444444444444,158.98277777777778,133.69666666666666,171.44916666666666,69.44,59.792500000000004,36.5,30.5625,27103.66667,33.7,51.85333,45.501666666666665
2015,Marinduque,85.76416666666667,54.17166666666666,53.968333333333334,5.185833333333334,208.89666666666668,128.29666666666665,194.65083333333334,61.71666666666667,51.32749999999999,35.33083333333334,36.55583333333333,24054,10,5.59,45.501666666666665
2015,Masbate,90.91624999999999,46.25458333333333,51.532916666666665,5.317916666666666,202.525,133.58791666666667,197.12249999999997,69.54875,56.86833333333333,35.9275,35.0075,22911,26,51.07,45.501666666666665
2015,Metropolitan Manila,86.82833333333333,60,55.52,5.179166666666666,207.1825,128.54666666666665,195.04333333333332,60.61666666666667,49.67166666666666,35.43083333333333,35.8725,28682,1.5,11.8975,45.501666666666665
2015,Misamis Occidental,83.9425,38.380833333333335,51.583333333333336,5.064166666666667,174.5325,134.42833333333334,188.22583333333333,69.34166666666667,62.04083333333333,38.03666666666667,40.36083333333333,24505,20,27.3,45.501666666666665
2015,Misamis Oriental,84.04541666666667,39.73875,50.755833333333335,5.0616666666666665,174.25333333333333,135.39083333333335,187.67499999999998,71.66375000000001,63.01,38.1875,39.955000000000005,24118,11,45.42,45.501666666666665
2015,Mountain Province,89.4525,31.699166666666667,41.89833333333333,5.201666666666667,205.76999999999998,131.8375,194.96833333333333,67.43833333333333,45.86083333333334,35.34166666666667,33.166666666666664,27815,17,6.31,45.501666666666665
2015,Negros Occidental,76.97083333333333,39.649166666666666,54.30916666666667,5.52,191.03083333333333,138.48583333333332,191.67,70.44500000000001,66.69500000000001,39.2025,56.031666666666666,23692,15,108.07,45.501666666666665
